text,label
"Waterlogging causes major disruption in Maldives, casualties feared.",flooding
"Torrential rain causes major disruption in Andhra coast, breaking news.",heavy_rain
"Urgent: Sri Lanka experiences mass evacuation, #coastalstorm.",evacuation
"Coastal region of Bay of Bengal is struggling with swollen tides, widespread damage.",ocean_conditions
"Breaking: Emergency sheltering reported in Sri Lanka, widespread damage.",evacuation
"Please help causes major disruption in Goa, dangerous conditions continue.",distress
"Coastal region of Sri Lanka is struggling with storm surge, breaking news.",storm_surge
"Urgent rescue needed causes major disruption in Gujarat, dangerous conditions continue.",distress
"Breaking: Strong winds reported in Odisha, situation worsening.",wind
"Emergency sheltering hits Goa, latest update.",evacuation
"Authorities confirm severe storm in Chennai, casualties feared.",cyclone
"Coastal region of Andhra coast is struggling with rip currents, widespread damage.",ocean_conditions
"Authorities confirm emergency kitchens in Tamil Nadu, casualties feared.",relief
Gujarat faces navy deployed as latest update.,rescue
"Breaking: Volunteers helping reported in Kolkata, people stranded.",relief
"Flash flood hits Andaman Islands, emergency declared.",flooding
"Homes in Sri Lanka are tidal wave, roads blocked.",tsunami
"Breaking: Navy deployed reported in Andaman Islands, widespread damage.",rescue
"Homes in Kolkata are beach erosion, widespread damage.",erosion
"Homes in Goa are relief supplies, #prayforcoast.",aid
"Dangerous swell causes major disruption in Maldives, authorities on high alert.",ocean_conditions
Residents report cyclone in Odisha widespread damage.,cyclone
"Breaking: Distribution of aid reported in Kolkata, #tsunami.",relief
"Authorities confirm tropical depression in Odisha, situation worsening.",cyclone
"Homes in Andhra coast are tidal wave, emergency declared.",tsunami
"Cyclone causes major disruption in Kerala, casualties feared.",cyclone
"Homes in Odisha are severe storm, #breaking.",cyclone
"Coastal region of West Bengal is struggling with cloudburst, people stranded.",heavy_rain
"Coastal region of West Bengal is struggling with rescue operations, #disaster.",rescue
"Navy deployed hits Kolkata, authorities on high alert.",rescue
Residents report swollen tides in Kerala #floods.,ocean_conditions
"Authorities confirm people moved to shelters in Andhra coast, casualties feared.",evacuation
West Bengal faces beach erosion as casualties feared.,erosion
"Goa under seawater rushing in, rescue teams rushed in.",tsunami
Kolkata faces mass evacuation as casualties feared.,evacuation
"Homes in West Bengal are rough seas, widespread damage.",ocean_conditions
"Urgent: Gujarat experiences clean water, widespread damage.",aid
Residents report stormy winds in Sri Lanka widespread damage.,wind
Residents report nonstop rainfall in Kerala dangerous conditions continue.,heavy_rain
"Hurricane causes major disruption in Chennai, emergency declared.",cyclone
"Torrential rain causes major disruption in Mumbai, situation worsening.",heavy_rain
"Tamil Nadu under inundation, rescue teams rushed in.",flooding
"Authorities confirm people moved to shelters in Kerala, breaking news.",evacuation
Residents report people moved to shelters in Kerala people stranded.,evacuation
"Goa under strong winds, rescue teams rushed in.",wind
"Urgent: West Bengal experiences giant wave, roads blocked.",tsunami
"Breaking: Emergency kitchens reported in West Bengal, people stranded.",relief
"Authorities confirm emergency kitchens in West Bengal, breaking news.",relief
Residents report helicopter rescue in Kolkata #staysafe.,rescue
"Relief supplies hits Goa, situation worsening.",aid
"Homes in Maldives are cyclone, #coastalstorm.",cyclone
Andhra coast faces coastal flooding as emergency declared.,storm_surge
"Homes in Tamil Nadu are beach erosion, people stranded.",erosion
"Urgent: Chennai experiences dangerous swell, emergency declared.",ocean_conditions
"Rescue operations causes major disruption in Andhra coast, emergency declared.",rescue
Andhra coast faces sand washed away as casualties feared.,erosion
Gujarat faces tropical depression as dangerous conditions continue.,cyclone
"Medical aid hits Kolkata, dangerous conditions continue.",aid
Gujarat faces emergency kitchens as situation worsening.,relief
"Chennai under hurricane, rescue teams rushed in.",cyclone
Andaman Islands faces coast guard helping as authorities on high alert.,rescue
"Urgent: Andaman Islands experiences relief camps set up, widespread damage.",relief
"Authorities confirm flood in Bay of Bengal, latest update.",flooding
"Volunteers helping hits Andaman Islands, authorities on high alert.",relief
"Coastal region of West Bengal is struggling with beach erosion, #cyclone.",erosion
"Coastal region of Tamil Nadu is struggling with sand washed away, situation worsening.",erosion
Tamil Nadu faces cyclone as emergency declared.,cyclone
"Flash flood hits Maldives, situation worsening.",flooding
Residents report nonstop rainfall in Mumbai widespread damage.,heavy_rain
"Andhra coast under mass evacuation, rescue teams rushed in.",evacuation
"Rip currents causes major disruption in Kerala, situation worsening.",ocean_conditions
"Food packets hits Sri Lanka, latest update.",aid
"Rough seas causes major disruption in Kolkata, emergency declared.",ocean_conditions
"Homes in Gujarat are hurricane, people stranded.",cyclone
"Homes in Odisha are inundation, widespread damage.",flooding
"Breaking: Severe storm reported in Bay of Bengal, people stranded.",cyclone
"Coastal region of Andaman Islands is struggling with people moved to shelters, widespread damage.",evacuation
"Breaking: Dangerous swell reported in Odisha, people stranded.",ocean_conditions
Bay of Bengal faces beach erosion as breaking news.,erosion
"Coastal region of West Bengal is struggling with tropical depression, people stranded.",cyclone
"Authorities confirm beach erosion in Mumbai, dangerous conditions continue.",erosion
"Homes in Kerala are violent gusts, roads blocked.",wind
"Emergency kitchens causes major disruption in Kerala, dangerous conditions continue.",relief
Andhra coast faces seawater rushing in as latest update.,tsunami
"Coastal region of Kolkata is struggling with high tide surge, widespread damage.",storm_surge
"Coastal region of Andhra coast is struggling with please help, #disaster.",distress
"Coastal region of Andaman Islands is struggling with urgent rescue needed, widespread damage.",distress
"Andaman Islands under relief supplies, rescue teams rushed in.",aid
"Flood hits Chennai, emergency declared.",flooding
Residents report clean water in Odisha roads blocked.,aid
"Coastal region of Chennai is struggling with streets submerged, #breaking.",flooding
"Authorities confirm seawater rushing in in Kolkata, situation worsening.",tsunami
"Authorities confirm high tide surge in Kerala, dangerous conditions continue.",storm_surge
"Gujarat under shoreline collapse, rescue teams rushed in.",erosion
"Authorities confirm emergency sheltering in Kerala, situation worsening.",evacuation
Bay of Bengal faces emergency sheltering as breaking news.,evacuation
"Tamil Nadu under SOS, rescue teams rushed in.",distress
"Homes in West Bengal are storm surge, roads blocked.",storm_surge
"Breaking: Sea waves crashing inland reported in Kolkata, latest update.",storm_surge
"Stormy winds causes major disruption in Andaman Islands, emergency declared.",wind
"Gale force winds hits Andhra coast, casualties feared.",wind
"Swollen tides causes major disruption in Tamil Nadu, latest update.",ocean_conditions
"Giant wave causes major disruption in Andhra coast, breaking news.",tsunami
"Bay of Bengal under seawater rushing in, rescue teams rushed in.",tsunami
"Navy deployed causes major disruption in Andaman Islands, situation worsening.",rescue
"Breaking: Mass evacuation reported in Kerala, people stranded.",evacuation
Residents report inundation in Mumbai widespread damage.,flooding
"Kolkata under stranded families, rescue teams rushed in.",distress
"Maldives under high tide surge, rescue teams rushed in.",storm_surge
Tamil Nadu faces sea waves crashing inland as emergency declared.,storm_surge
"Bay of Bengal under helicopter rescue, rescue teams rushed in.",rescue
"Andaman Islands under mass evacuation, rescue teams rushed in.",evacuation
Residents report please help in Mumbai people stranded.,distress
"Goa under stranded families, rescue teams rushed in.",distress
"Coastal region of Andaman Islands is struggling with sand washed away, #cyclone.",erosion
"Urgent: Andhra coast experiences swollen tides, emergency declared.",ocean_conditions
"Homes in Andaman Islands are coastal flooding, people stranded.",storm_surge
"Homes in Chennai are seawater rushing in, people stranded.",tsunami
"Relief camps set up hits Chennai, dangerous conditions continue.",relief
"Coastal region of Mumbai is struggling with volunteers helping, widespread damage.",relief
"Chennai under shoreline collapse, rescue teams rushed in.",erosion
"Torrential rain causes major disruption in Odisha, casualties feared.",heavy_rain
"Breaking: Tidal wave reported in Gujarat, people stranded.",tsunami
"Typhoon hits Andhra coast, dangerous conditions continue.",cyclone
"Mumbai under emergency sheltering, rescue teams rushed in.",evacuation
"Coastal region of Gujarat is struggling with tsunami, people stranded.",tsunami
"Homes in Mumbai are people moved to shelters, breaking news.",evacuation
"Sos hits Kerala, latest update.",distress
"Coastal region of Maldives is struggling with tsunami, people stranded.",tsunami
"Odisha under sea waves crashing inland, rescue teams rushed in.",storm_surge
"Breaking: Storm surge reported in Kerala, people stranded.",storm_surge
"Mass evacuation hits Maldives, situation worsening.",evacuation
Residents report nonstop rainfall in Kerala latest update.,heavy_rain
"Bay of Bengal under coastal flooding, rescue teams rushed in.",storm_surge
Odisha faces stormy winds as authorities on high alert.,wind
"Breaking: Seawater rushing in reported in Chennai, #alert.",tsunami
"Homes in Maldives are dangerous swell, widespread damage.",ocean_conditions
"Homes in Gujarat are seawater rushing in, people stranded.",tsunami
"Urgent: Chennai experiences cloudburst, breaking news.",heavy_rain
"Rescue operations hits Maldives, authorities on high alert.",rescue
"Authorities confirm urgent rescue needed in Sri Lanka, emergency declared.",distress
"Coastal region of Sri Lanka is struggling with clean water, dangerous conditions continue.",aid
Residents report rip currents in Mumbai widespread damage.,ocean_conditions
"Dunes destroyed causes major disruption in Chennai, emergency declared.",erosion
Andhra coast faces emergency kitchens as latest update.,relief
"Authorities confirm rip currents in Maldives, dangerous conditions continue.",ocean_conditions
"Tsunami hits Chennai, emergency declared.",tsunami
"Authorities confirm emergency kitchens in Sri Lanka, latest update.",relief
"Waterlogging hits West Bengal, emergency declared.",flooding
"Urgent: Chennai experiences gale force winds, people stranded.",wind
"Authorities confirm sea waves crashing inland in Odisha, emergency declared.",storm_surge
